Ant 115,Ant 111,Ant 18,Ant 108,Ant 14,Ant 5,Ant 152,Ant 41,Ant 142,Ant 87,Ant 36,Ant 57,Ant 134,Ant 63,Ant 37,Ant 147,Ant 129,Ant 62,Ant 95,Ant 31,Ant 16,Ant 118,Ant 116,Ant 32,Ant 102,Ant 149,Ant 93,Ant 90,Ant 12,Ant 33,Ant 34,Ant 109,Ant 127,Ant 104,Ant 59,Ant 84,Ant 117,Ant 140,Ant 126,Ant 128,Ant 92,Ant 133,Ant 112,Ant 52,Ant 85,Ant 75,Ant 124,Ant 27,Ant 71,Ant 96,Ant 4,Ant 28,Ant 98,Ant 66,Ant 151,Ant 49,Ant 46,Ant 121,Ant 56,Ant 73,Ant 91,Ant 64,Ant 114,Ant 30,Ant 29,Ant 70,Ant 3,Ant 6,Ant 120,Ant 58,Ant 15,Ant 22,Ant 78,Ant 144,Ant 8,Ant 138,Ant 81,Ant 48,Ant 150,Ant 23,Ant 51,Ant 65,Ant 39,Ant 82,Ant 44,Ant 88,Ant 148,Ant 20,Ant 103,Ant 61,Ant 77,Ant 19,Ant 89,Ant 17,Ant 60,Ant 50,Ant 119,Ant 54,Ant 145,Ant 80,Ant 137,Ant 141,Ant 94,Ant 2,Ant 25,Ant 106,Ant 105,Ant 35,Ant 24,Ant 7,Ant 45,Ant 154,Ant 9,Ant 42,Ant 110,Ant 132,Ant 1,Ant 40,Ant 26,Ant 143,Ant 10,Ant 76,Ant 13,Ant 86,Ant 136,Ant 122,Ant 38,Ant 135,Ant 157,Ant 67,Ant 107,Ant 68,Ant 156,Ant 100,Ant 99,Ant 139,Ant 146,Ant 123,Ant 74,Ant 130,Ant 53,Ant 79,Ant 160,Ant 55,Ant 11,Ant 125,Ant 21,Ant 43,Ant 131,Ant 153,Ant 97,Ant 155,Ant 158,Ant 113,Ant 83,Ant 47,Ant 159,Ant 72,Ant 69,Ant 101
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c

0.0,14.68421052631579,19.263157894736842,18.210526315789473,15.052631578947368,18.210526315789473,11.368421052631579,35.36842105263158,20.0,25.473684210526315,17.789473684210527,16.68421052631579,12.0,11.263157894736842,11.631578947368421,10.842105263157896,8.947368421052632,14.736842105263158,30.263157894736842,31.894736842105264,37.73684210526316,18.210526315789473,19.894736842105264,40.421052631578945,6.578947368421052,6.421052631578948,9.157894736842104,5.526315789473684,14.631578947368421,7.894736842105263,10.631578947368421,6.578947368421052,7.157894736842105,3.473684210526316,26.31578947368421,14.368421052631579,20.0,21.57894736842105,12.31578947368421,13.789473684210526,10.31578947368421,7.578947368421052,3.0,6.842105263157895,8.105263157894736,10.157894736842104,3.3684210526315788,11.842105263157896,13.157894736842104,12.947368421052632,1.0,3.9473684210526314,3.3157894736842106,10.473684210526315,3.789473684210526,2.1578947368421053,3.0,7.2631578947368425,2.736842105263158,0.8421052631578947,1.1578947368421053,7.368421052631579,0.7894736842105263,0.3157894736842105,0.7368421052631579,1.631578947368421,2.263157894736842,3.789473684210526,1.2105263157894737,1.5263157894736843,5.105263157894737,7.421052631578948,4.947368421052632,1.105263157894737,0.3684210526315789,4.7368421052631575,1.8421052631578947,1.631578947368421,2.263157894736842,1.4210526315789473,0.3157894736842105,2.1052631578947367,0.6842105263157895,6.2105263157894735,1.5789473684210527,0.5263157894736842,1.4736842105263157,2.736842105263158,0.7894736842105263,0.8947368421052632,0.3684210526315789,0.9473684210526315,0.0,0.631578947368421,0.10526315789473684,0.05263157894736842,0.10526315789473684,0.3157894736842105,0.21052631578947367,0.0,0.3157894736842105,0.05263157894736842,0.42105263157894735,0.10526315789473684,0.3157894736842105,0.3684210526315789,0.10526315789473684,0.3684210526315789,0.15789473684210525,0.6842105263157895,0.9473684210526315,0.05263157894736842,0.8421052631578947,1.5263157894736843,2.473684210526316,0.47368421052631576,0.7368421052631579,0.10526315789473684,0.05263157894736842,2.3684210526315788,1.5789473684210527,1.0526315789473684,0.5789473684210527,0.8421052631578947,0.7368421052631579,0.3157894736842105,0.15789473684210525,0.0,0.10526315789473684,0.05263157894736842,0.15789473684210525,1.1578947368421053,0.2631578947368421,0.3157894736842105,0.05263157894736842,0.42105263157894735,0.42105263157894735,0.0,0.0,0.21052631578947367,0.05263157894736842,0.0,0.05263157894736842,0.2631578947368421,0.10526315789473684,0.0,0.10526315789473684,0.0,0.21052631578947367,0.05263157894736842,0.10526315789473684,0.21052631578947367,0.0,0.0,0.3684210526315789,0.2631578947368421,0.10526315789473684,0.15789473684210525,0.05263157894736842,0.05263157894736842
14.68421052631579,0.0,20.157894736842106,18.105263157894736,19.210526315789473,17.473684210526315,20.57894736842105,30.210526315789473,11.947368421052632,20.210526315789473,16.63157894736842,21.42105263157895,11.368421052631579,18.0,15.368421052631579,21.42105263157895,20.42105263157895,15.631578947368421,47.31578947368421,13.526315789473685,18.894736842105264,11.105263157894736,13.473684210526315,10.947368421052632,7.473684210526316,8.894736842105264,10.0,14.789473684210526,11.0,8.631578947368421,17.31578947368421,10.789473684210526,15.052631578947368,9.526315789473685,12.842105263157896,9.368421052631579,12.368421052631579,20.0,15.105263157894736,12.789473684210526,17.473684210526315,10.0,7.842105263157895,13.894736842105264,8.368421052631579,8.842105263157896,13.157894736842104,22.894736842105264,12.157894736842104,8.736842105263158,4.315789473684211,8.052631578947368,7.473684210526316,14.68421052631579,6.473684210526316,9.894736842105264,11.105263157894736,8.473684210526315,8.631578947368421,6.157894736842105,5.315789473684211,20.31578947368421,1.4736842105263157,2.9473684210526314,2.789473684210526,2.6842105263157894,2.0,7.368421052631579,4.368421052631579,5.842105263157895,10.31578947368421,7.842105263157895,6.2631578947368425,4.105263157894737,2.0,7.421052631578948,4.631578947368421,4.105263157894737,9.842105263157896,2.263157894736842,3.3684210526315788,7.684210526315789,6.842105263157895,8.368421052631579,6.421052631578948,6.473684210526316,8.842105263157896,15.789473684210526,2.6315789473684212,1.105263157894737,0.9473684210526315,0.7894736842105263,1.3157894736842106,1.0,0.5789473684210527,0.8421052631578947,1.0526315789473684,0.7894736842105263,0.8947368421052632,0.5789473684210527,1.368421052631579,0.2631578947368421,2.789473684210526,2.8947368421052633,1.5263157894736843,1.263157894736842,2.1052631578947367,2.473684210526316,1.263157894736842,3.6315789473684212,1.105263157894737,0.3157894736842105,2.1052631578947367,1.894736842105263,1.3157894736842106,1.5789473684210527,1.6842105263157894,1.4210526315789473,3.0,3.3157894736842106,4.2105263157894735,4.842105263157895,3.3684210526315788,2.0526315789473686,1.5789473684210527,1.0,0.0,0.0,0.8421052631578947,0.10526315789473684,2.263157894736842,1.5789473684210527,1.0,0.42105263157894735,0.42105263157894735,0.7368421052631579,0.6842105263157895,0.47368421052631576,0.47368421052631576,0.42105263157894735,1.0526315789473684,0.10526315789473684,0.3157894736842105,0.42105263157894735,0.47368421052631576,0.42105263157894735,0.3157894736842105,0.15789473684210525,0.05263157894736842,0.2631578947368421,0.15789473684210525,0.3157894736842105,0.42105263157894735,0.21052631578947367,0.21052631578947367,1.1578947368421053,0.21052631578947367,0.15789473684210525,0.15789473684210525,0.05263157894736842
19.263157894736842,20.157894736842106,0.0,9.947368421052632,12.842105263157896,10.894736842105264,13.052631578947368,20.105263157894736,12.789473684210526,17.210526315789473,13.789473684210526,14.421052631578947,9.105263157894736,13.421052631578947,17.526315789473685,8.842105263157896,12.052631578947368,12.578947368421053,33.89473684210526,12.0,12.526315789473685,8.842105263157896,13.31578947368421,9.105263157894736,4.105263157894737,5.526315789473684,8.947368421052632,9.473684210526315,9.526315789473685,10.789473684210526,11.368421052631579,9.789473684210526,14.947368421052632,4.2631578947368425,14.105263157894736,6.105263157894737,7.7368421052631575,21.105263157894736,9.947368421052632,11.052631578947368,14.421052631578947,6.473684210526316,4.842105263157895,10.631578947368421,5.368421052631579,6.684210526315789,13.789473684210526,18.789473684210527,11.368421052631579,8.263157894736842,4.473684210526316,3.789473684210526,6.684210526315789,8.0,4.7368421052631575,7.052631578947368,8.526315789473685,7.421052631578948,6.157894736842105,5.105263157894737,4.052631578947368,11.473684210526315,1.1578947368421053,4.157894736842105,1.631578947368421,1.1578947368421053,2.6842105263157894,7.473684210526316,2.210526315789474,1.736842105263158,6.0,4.947368421052632,2.736842105263158,2.789473684210526,0.8947368421052632,4.368421052631579,4.368421052631579,2.9473684210526314,5.7894736842105265,1.8421052631578947,2.210526315789474,3.9473684210526314,3.1052631578947367,4.368421052631579,4.526315789473684,4.105263157894737,4.052631578947368,3.8947368421052633,4.0,0.7894736842105263,0.8947368421052632,0.7894736842105263,1.0526315789473684,0.7368421052631579,0.47368421052631576,0.5263157894736842,0.8421052631578947,0.7894736842105263,0.3157894736842105,0.631578947368421,0.5263157894736842,0.3684210526315789,3.210526315789474,1.894736842105263,1.2105263157894737,0.7894736842105263,0.8421052631578947,1.5789473684210527,0.8947368421052632,1.4210526315789473,1.1578947368421053,0.42105263157894735,1.4736842105263157,1.3157894736842106,0.631578947368421,0.3684210526315789,1.631578947368421,0.631578947368421,1.0,1.9473684210526316,2.8947368421052633,7.0,1.7894736842105263,2.5789473684210527,1.105263157894737,0.5263157894736842,0.0,0.21052631578947367,0.5263157894736842,0.42105263157894735,0.631578947368421,0.9473684210526315,0.2631578947368421,0.21052631578947367,0.5263157894736842,0.631578947368421,0.3157894736842105,0.15789473684210525,0.5263157894736842,0.631578947368421,0.5789473684210527,0.2631578947368421,0.5789473684210527,0.8947368421052632,1.0526315789473684,0.42105263157894735,0.21052631578947367,0.3157894736842105,0.21052631578947367,0.3157894736842105,0.0,0.10526315789473684,0.15789473684210525,0.5263157894736842,0.3157894736842105,0.42105263157894735,0.2631578947368421,0.15789473684210525,0.15789473684210525,0.42105263157894735
18.210526315789473,18.105263157894736,9.947368421052632,0.0,12.105263157894736,12.68421052631579,12.31578947368421,15.842105263157896,8.578947368421053,12.736842105263158,12.210526315789474,14.421052631578947,9.157894736842104,11.578947368421053,14.947368421052632,10.052631578947368,11.631578947368421,10.789473684210526,26.526315789473685,12.210526315789474,13.368421052631579,9.947368421052632,10.526315789473685,11.263157894736842,7.105263157894737,6.315789473684211,8.210526315789474,10.263157894736842,10.0,8.789473684210526,12.894736842105264,9.157894736842104,14.526315789473685,6.368421052631579,11.631578947368421,8.578947368421053,10.894736842105264,12.947368421052632,14.473684210526315,9.789473684210526,18.31578947368421,7.684210526315789,5.368421052631579,7.526315789473684,7.315789473684211,8.789473684210526,8.578947368421053,14.736842105263158,11.31578947368421,10.263157894736842,3.3157894736842106,7.368421052631579,6.0,8.263157894736842,5.052631578947368,6.2631578947368425,6.631578947368421,11.0,6.894736842105263,5.578947368421052,5.842105263157895,12.052631578947368,1.7894736842105263,2.9473684210526314,1.894736842105263,2.210526315789474,2.1578947368421053,6.2631578947368425,2.8421052631578947,4.052631578947368,8.578947368421053,4.052631578947368,5.052631578947368,4.473684210526316,2.473684210526316,3.526315789473684,4.526315789473684,2.6315789473684212,5.105263157894737,1.105263157894737,1.8421052631578947,4.7894736842105265,4.421052631578948,4.578947368421052,3.6315789473684212,2.526315789473684,2.3684210526315788,1.105263157894737,3.6315789473684212,1.1578947368421053,1.4210526315789473,1.2105263157894737,1.1578947368421053,1.2105263157894737,0.42105263157894735,0.42105263157894735,1.3157894736842106,0.8421052631578947,0.3157894736842105,0.8421052631578947,0.8947368421052632,0.21052631578947367,3.473684210526316,2.736842105263158,1.0,1.0,1.368421052631579,1.4736842105263157,1.368421052631579,1.5789473684210527,0.5789473684210527,0.3684210526315789,2.3684210526315788,1.263157894736842,1.263157894736842,0.5263157894736842,0.7894736842105263,0.7368421052631579,0.7368421052631579,2.210526315789474,2.5789473684210527,3.6842105263157894,3.6315789473684212,1.894736842105263,1.4210526315789473,0.42105263157894735,0.10526315789473684,0.0,0.5263157894736842,0.5789473684210527,0.5789473684210527,1.4210526315789473,0.47368421052631576,0.8421052631578947,0.631578947368421,1.4736842105263157,0.2631578947368421,0.42105263157894735,0.3684210526315789,0.2631578947368421,0.8947368421052632,0.3157894736842105,0.15789473684210525,0.3684210526315789,0.7894736842105263,0.3157894736842105,0.3157894736842105,0.2631578947368421,0.05263157894736842,0.3157894736842105,0.15789473684210525,0.3684210526315789,0.0,0.3157894736842105,0.5789473684210527,0.21052631578947367,0.10526315789473684,0.3684210526315789,0.5789473684210527,0.10526315789473684
15.052631578947368,19.210526315789473,12.842105263157896,12.105263157894736,0.0,10.842105263157896,12.842105263157896,19.31578947368421,10.31578947368421,16.473684210526315,11.157894736842104,15.578947368421053,9.526315789473685,12.894736842105264,16.63157894736842,14.210526315789474,13.473684210526315,11.210526315789474,27.526315789473685,12.210526315789474,11.31578947368421,11.263157894736842,12.210526315789474,9.0,4.842105263157895,7.684210526315789,7.526315789473684,8.157894736842104,10.842105263157896,10.578947368421053,9.052631578947368,7.842105263157895,8.578947368421053,4.894736842105263,10.210526315789474,6.631578947368421,10.052631578947368,16.789473684210527,14.157894736842104,10.368421052631579,14.736842105263158,6.368421052631579,6.2105263157894735,8.210526315789474,4.947368421052632,7.052631578947368,9.421052631578947,12.842105263157896,10.421052631578947,10.157894736842104,6.2631578947368425,4.421052631578948,5.105263157894737,9.31578947368421,3.9473684210526314,5.7368421052631575,6.578947368421052,8.052631578947368,6.7894736842105265,6.578947368421052,4.894736842105263,10.0,0.6842105263157895,2.736842105263158,2.210526315789474,2.3684210526315788,3.3157894736842106,5.315789473684211,3.3684210526315788,4.2105263157894735,7.7368421052631575,5.631578947368421,4.052631578947368,2.3157894736842106,2.4210526315789473,4.0,3.3684210526315788,4.631578947368421,5.0,1.9473684210526316,2.3157894736842106,6.947368421052632,5.0,5.2105263157894735,3.8947368421052633,4.2631578947368425,3.1052631578947367,2.789473684210526,1.736842105263158,0.6842105263157895,1.0526315789473684,0.8947368421052632,0.3684210526315789,0.9473684210526315,0.7894736842105263,0.5789473684210527,0.8947368421052632,1.3157894736842106,0.7368421052631579,0.8421052631578947,1.2105263157894737,0.8421052631578947,3.263157894736842,1.894736842105263,1.1578947368421053,1.368421052631579,2.0,1.0,1.263157894736842,1.1578947368421053,0.6842105263157895,0.3684210526315789,1.736842105263158,1.736842105263158,0.8421052631578947,0.6842105263157895,1.4736842105263157,0.631578947368421,1.263157894736842,2.263157894736842,2.263157894736842,4.105263157894737,1.894736842105263,2.4210526315789473,1.9473684210526316,1.4210526315789473,0.0,0.05263157894736842,0.631578947368421,0.3157894736842105,1.0526315789473684,0.9473684210526315,1.0526315789473684,0.8421052631578947,0.42105263157894735,0.631578947368421,0.6842105263157895,1.368421052631579,0.7894736842105263,0.21052631578947367,0.7368421052631579,0.3157894736842105,0.7368421052631579,0.42105263157894735,0.2631578947368421,0.5263157894736842,0.5789473684210527,0.3684210526315789,0.47368421052631576,0.47368421052631576,0.3157894736842105,0.15789473684210525,0.15789473684210525,0.5263157894736842,0.0,0.47368421052631576,0.15789473684210525,0.05263157894736842,0.3684210526315789,0.47368421052631576
18.210526315789473,17.473684210526315,10.894736842105264,12.68421052631579,10.842105263157896,0.0,10.421052631578947,17.526315789473685,10.052631578947368,12.842105263157896,9.157894736842104,12.052631578947368,8.526315789473685,8.263157894736842,11.68421052631579,11.894736842105264,16.105263157894736,11.526315789473685,26.57894736842105,12.0,10.421052631578947,10.894736842105264,9.947368421052632,11.0,5.315789473684211,5.631578947368421,6.894736842105263,7.473684210526316,9.842105263157896,10.210526315789474,9.578947368421053,9.052631578947368,11.68421052631579,4.631578947368421,12.31578947368421,9.947368421052632,8.368421052631579,12.263157894736842,11.421052631578947,9.842105263157896,13.0,6.7368421052631575,5.315789473684211,5.473684210526316,5.368421052631579,8.31578947368421,12.210526315789474,11.157894736842104,7.7368421052631575,9.842105263157896,4.0,4.842105263157895,4.947368421052632,5.315789473684211,3.3684210526315788,4.2631578947368425,5.894736842105263,7.2631578947368425,6.105263157894737,4.684210526315789,3.8947368421052633,10.842105263157896,1.4210526315789473,2.3684210526315788,1.263157894736842,1.5263157894736843,2.0526315789473686,6.157894736842105,2.263157894736842,2.1052631578947367,5.052631578947368,5.578947368421052,5.105263157894737,2.473684210526316,2.3157894736842106,3.8947368421052633,2.4210526315789473,2.8947368421052633,4.842105263157895,1.3157894736842106,1.0526315789473684,2.9473684210526314,2.736842105263158,4.052631578947368,2.9473684210526314,1.736842105263158,2.4210526315789473,1.5789473684210527,2.210526315789474,1.894736842105263,1.3157894736842106,1.3157894736842106,0.5263157894736842,1.5263157894736843,0.9473684210526315,0.47368421052631576,0.631578947368421,1.4210526315789473,0.5263157894736842,0.7368421052631579,1.368421052631579,0.2631578947368421,4.684210526315789,1.4210526315789473,1.5263157894736843,1.4736842105263157,1.263157894736842,1.263157894736842,0.47368421052631576,1.631578947368421,0.42105263157894735,0.3684210526315789,1.736842105263158,1.8421052631578947,0.9473684210526315,0.6842105263157895,2.4210526315789473,0.47368421052631576,2.0,1.736842105263158,1.894736842105263,2.736842105263158,1.2105263157894737,2.736842105263158,1.1578947368421053,0.5263157894736842,0.15789473684210525,0.21052631578947367,0.47368421052631576,0.3684210526315789,0.5789473684210527,1.368421052631579,0.3157894736842105,0.8421052631578947,0.7368421052631579,1.0,0.42105263157894735,0.47368421052631576,0.3684210526315789,0.15789473684210525,0.21052631578947367,0.21052631578947367,0.3684210526315789,0.7894736842105263,0.5789473684210527,0.47368421052631576,0.2631578947368421,0.05263157894736842,0.3684210526315789,0.2631578947368421,0.3684210526315789,0.21052631578947367,0.10526315789473684,0.47368421052631576,0.5263157894736842,0.6842105263157895,0.42105263157894735,0.0,0.47368421052631576,0.21052631578947367
11.368421052631579,20.57894736842105,13.052631578947368,12.31578947368421,12.842105263157896,10.421052631578947,0.0,21.526315789473685,7.631578947368421,15.526315789473685,9.68421052631579,14.052631578947368,10.052631578947368,11.789473684210526,14.526315789473685,9.894736842105264,15.947368421052632,11.894736842105264,27.0,9.526315789473685,13.263157894736842,9.842105263157896,9.0,7.2105263157894735,6.157894736842105,6.105263157894737,10.526315789473685,10.736842105263158,13.736842105263158,10.68421052631579,8.473684210526315,9.0,11.947368421052632,5.2631578947368425,13.736842105263158,8.631578947368421,11.0,11.263157894736842,12.526315789473685,8.526315789473685,15.052631578947368,6.947368421052632,4.7894736842105265,6.0,5.105263157894737,6.157894736842105,7.0,13.578947368421053,10.0,6.2631578947368425,6.052631578947368,7.105263157894737,7.473684210526316,5.052631578947368,3.3157894736842106,5.315789473684211,6.2631578947368425,9.842105263157896,5.842105263157895,5.315789473684211,2.6315789473684212,12.578947368421053,2.5789473684210527,2.6315789473684212,1.368421052631579,1.3157894736842106,2.3157894736842106,5.526315789473684,2.0,2.3684210526315788,3.4210526315789473,6.052631578947368,3.8947368421052633,2.8421052631578947,2.3684210526315788,3.6842105263157894,4.0,3.3684210526315788,4.105263157894737,1.263157894736842,1.8421052631578947,3.6842105263157894,4.473684210526316,3.3157894736842106,3.210526315789474,1.9473684210526316,2.5789473684210527,1.1578947368421053,3.263157894736842,1.105263157894737,1.736842105263158,1.9473684210526316,0.5263157894736842,0.3684210526315789,0.3157894736842105,0.2631578947368421,0.7894736842105263,0.8421052631578947,0.2631578947368421,0.21052631578947367,0.8421052631578947,0.5789473684210527,3.0,1.9473684210526316,0.8421052631578947,0.5263157894736842,1.4210526315789473,0.8421052631578947,0.5263157894736842,1.368421052631579,0.6842105263157895,0.5789473684210527,1.105263157894737,1.0526315789473684,1.263157894736842,1.0,1.3157894736842106,1.4210526315789473,1.368421052631579,1.7894736842105263,2.4210526315789473,2.8421052631578947,2.1052631578947367,2.0,1.2105263157894737,0.7894736842105263,0.15789473684210525,0.2631578947368421,0.42105263157894735,0.6842105263157895,0.6842105263157895,1.2105263157894737,0.47368421052631576,0.8421052631578947,0.10526315789473684,0.8947368421052632,0.8947368421052632,0.42105263157894735,0.2631578947368421,0.3157894736842105,0.47368421052631576,0.5263157894736842,0.15789473684210525,0.5789473684210527,0.42105263157894735,0.21052631578947367,0.2631578947368421,0.15789473684210525,0.3684210526315789,0.3157894736842105,0.15789473684210525,0.21052631578947367,0.0,0.15789473684210525,0.21052631578947367,1.4210526315789473,0.05263157894736842,0.2631578947368421,0.21052631578947367,0.21052631578947367
35.36842105263158,30.210526315789473,20.105263157894736,15.842105263157896,19.31578947368421,17.526315789473685,21.526315789473685,0.0,22.263157894736842,34.473684210526315,25.473684210526315,28.736842105263158,15.736842105263158,22.263157894736842,24.526315789473685,22.263157894736842,22.789473684210527,30.105263157894736,74.42105263157895,20.263157894736842,16.05263157894737,13.157894736842104,18.894736842105264,18.526315789473685,3.789473684210526,4.2105263157894735,9.0,9.31578947368421,11.947368421052632,11.736842105263158,15.473684210526315,10.68421052631579,16.36842105263158,7.578947368421052,11.0,9.368421052631579,10.526315789473685,23.473684210526315,18.63157894736842,9.210526315789474,16.157894736842106,5.526315789473684,5.526315789473684,9.210526315789474,5.947368421052632,5.526315789473684,8.789473684210526,12.631578947368421,12.631578947368421,9.894736842105264,3.8947368421052633,6.421052631578948,4.315789473684211,7.2105263157894735,3.5789473684210527,9.473684210526315,6.0,8.421052631578947,6.7368421052631575,4.421052631578948,2.736842105263158,11.526315789473685,0.7894736842105263,2.8947368421052633,1.1578947368421053,0.6842105263157895,1.5263157894736843,4.2631578947368425,2.0526315789473686,1.1578947368421053,4.947368421052632,4.631578947368421,3.526315789473684,2.6315789473684212,1.5789473684210527,4.105263157894737,2.3157894736842106,2.4210526315789473,4.473684210526316,1.2105263157894737,1.4736842105263157,3.789473684210526,4.368421052631579,4.105263157894737,3.210526315789474,3.0,2.3684210526315788,2.8421052631578947,2.9473684210526314,0.42105263157894735,0.5789473684210527,0.8421052631578947,0.631578947368421,0.5263157894736842,0.7368421052631579,0.42105263157894735,0.8421052631578947,0.7368421052631579,0.8421052631578947,0.631578947368421,0.42105263157894735,0.10526315789473684,3.0526315789473686,1.5263157894736843,1.5263157894736843,1.4736842105263157,1.263157894736842,1.1578947368421053,0.7368421052631579,1.2105263157894737,0.42105263157894735,0.21052631578947367,1.263157894736842,0.8947368421052632,0.47368421052631576,0.5263157894736842,1.263157894736842,0.5263157894736842,1.105263157894737,1.105263157894737,2.0526315789473686,3.6842105263157894,1.3157894736842106,1.9473684210526316,0.7894736842105263,0.5789473684210527,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.5263157894736842,0.21052631578947367,0.5263157894736842,0.3157894736842105,0.3157894736842105,0.631578947368421,0.15789473684210525,0.3684210526315789,0.47368421052631576,0.2631578947368421,0.3684210526315789,0.42105263157894735,0.15789473684210525,0.3157894736842105,0.5263157894736842,0.5263157894736842,0.05263157894736842,0.21052631578947367,0.10526315789473684,0.21052631578947367,0.21052631578947367,0.15789473684210525,0.05263157894736842,0.10526315789473684,0.15789473684210525,0.10526315789473684,0.10526315789473684,0.0,0.0,0.21052631578947367,0.3157894736842105
