3.700000000000000000e+01 4.000000000000000000e+01 9.204298936434485157e-03 2.000000000000000000e+00
3.000000000000000000e+00 0.000000000000000000e+00 2.459153405546032900e-02 2.000000000000000000e+00
1.000000000000000000e+00 4.200000000000000000e+01 2.840283326903395023e-02 3.000000000000000000e+00
9.000000000000000000e+00 1.000000000000000000e+01 3.158102411242735830e-02 2.000000000000000000e+00
3.500000000000000000e+01 3.200000000000000000e+01 3.394953808462286560e-02 2.000000000000000000e+00
2.700000000000000000e+01 3.000000000000000000e+01 3.870498252515730542e-02 2.000000000000000000e+00
4.300000000000000000e+01 2.000000000000000000e+00 3.913735045824377756e-02 4.000000000000000000e+00
3.600000000000000000e+01 4.100000000000000000e+01 4.209388541069029877e-02 3.000000000000000000e+00
1.800000000000000000e+01 1.700000000000000000e+01 4.454101616286598730e-02 2.000000000000000000e+00
2.900000000000000000e+01 4.600000000000000000e+01 4.704963515609765501e-02 3.000000000000000000e+00
2.100000000000000000e+01 2.200000000000000000e+01 4.850394197327279056e-02 2.000000000000000000e+00
2.800000000000000000e+01 2.500000000000000000e+01 4.904093635505202275e-02 2.000000000000000000e+00
5.200000000000000000e+01 2.400000000000000000e+01 6.322495594693061660e-02 3.000000000000000000e+00
1.300000000000000000e+01 1.100000000000000000e+01 6.543368099013469052e-02 2.000000000000000000e+00
1.500000000000000000e+01 1.600000000000000000e+01 7.145878822003370878e-02 2.000000000000000000e+00
6.000000000000000000e+00 8.000000000000000000e+00 7.233402976768432691e-02 2.000000000000000000e+00
4.800000000000000000e+01 4.500000000000000000e+01 8.265244976645345909e-02 5.000000000000000000e+00
3.800000000000000000e+01 5.700000000000000000e+01 9.273202395105147045e-02 6.000000000000000000e+00
1.200000000000000000e+01 4.400000000000000000e+01 1.040021116386429523e-01 3.000000000000000000e+00
2.000000000000000000e+01 1.900000000000000000e+01 1.242307127843762515e-01 2.000000000000000000e+00
5.600000000000000000e+01 7.000000000000000000e+00 1.280834265291358742e-01 3.000000000000000000e+00
3.900000000000000000e+01 3.100000000000000000e+01 1.291906517030253498e-01 2.000000000000000000e+00
5.500000000000000000e+01 1.400000000000000000e+01 1.308636725898229269e-01 3.000000000000000000e+00
5.000000000000000000e+01 2.600000000000000000e+01 1.342683159371296508e-01 4.000000000000000000e+00
3.300000000000000000e+01 6.200000000000000000e+01 1.564044759025588482e-01 3.000000000000000000e+00
2.300000000000000000e+01 5.100000000000000000e+01 1.765968369349656120e-01 3.000000000000000000e+00
6.400000000000000000e+01 5.300000000000000000e+01 2.083065768747615898e-01 7.000000000000000000e+00
5.400000000000000000e+01 5.900000000000000000e+01 2.627494900265763267e-01 5.000000000000000000e+00
5.800000000000000000e+01 6.500000000000000000e+01 2.670687826565152356e-01 9.000000000000000000e+00
4.900000000000000000e+01 6.300000000000000000e+01 2.790600009159607264e-01 5.000000000000000000e+00
5.000000000000000000e+00 6.100000000000000000e+01 3.324639674048511795e-01 4.000000000000000000e+00
3.400000000000000000e+01 6.900000000000000000e+01 3.709374429313747612e-01 1.000000000000000000e+01
6.800000000000000000e+01 4.700000000000000000e+01 3.716686241985216466e-01 9.000000000000000000e+00
6.600000000000000000e+01 6.000000000000000000e+01 3.822270305833201931e-01 5.000000000000000000e+00
6.700000000000000000e+01 7.400000000000000000e+01 6.160897890273542288e-01 1.200000000000000000e+01
7.300000000000000000e+01 4.000000000000000000e+00 7.952349103329500180e-01 1.000000000000000000e+01
7.000000000000000000e+01 7.600000000000000000e+01 9.383174970266331405e-01 1.500000000000000000e+01
7.700000000000000000e+01 7.100000000000000000e+01 1.242503419539908727e+00 1.900000000000000000e+01
7.500000000000000000e+01 7.800000000000000000e+01 1.841469776472182351e+00 3.100000000000000000e+01
7.200000000000000000e+01 7.900000000000000000e+01 2.196747761182943570e+00 4.100000000000000000e+01
