1.721341785525620782e+00 1.022979397781299538e+00 8.269941891178024251e-01 8.457474907554146659e-01 7.562070787110406478e-01 7.546222926571579670e-01 7.612255678816692850e-01 6.862123613312203219e-01 7.638668779714739010e-01 9.463814051769677826e-01 7.406233491811938796e-01 3.544638140517696878e-01 3.687268885367142035e-01 4.101954569466455536e-01 3.718964606444796761e-01 5.419968304278922622e-01 4.601162176439513862e-01 4.194400422609614321e-01 3.983095615425251146e-01 3.961965134706814662e-01 4.598520866349709579e-01 2.440570522979397805e-01 2.680929741151611423e-01 2.538298996302165711e-01 2.152667723190702653e-01 2.068145800316957272e-01 2.197569994717379904e-01 2.007395668251452658e-01 2.905441098784997123e-01 2.398309561542525115e-01 2.292657157950343250e-01 1.093502377179080831e-01 1.114632857897517176e-01 1.436872688853671476e-01 8.108821975699946616e-02 9.535129424194400960e-02 1.199154780771262557e-01 8.716323296354992756e-02 1.439513998943476036e-01 9.191759112519809483e-02 1.127839408346539840e-01
1.802702702702702808e+01 1.494594594594594561e+01 1.658108108108108070e+01 1.617567567567567721e+01 1.747297297297297192e+01 1.554054054054054035e+01 1.793243243243243157e+01 1.618918918918918948e+01 1.706756756756756843e+01 1.689189189189189122e+01 1.889189189189189122e+01 1.563513513513513509e+01 1.568918918918918948e+01 1.556756756756756843e+01 1.662162162162162105e+01 2.324324324324324209e+01 2.029729729729729826e+01 2.155405405405405261e+01 1.820270270270270174e+01 1.960810810810810878e+01 2.059459459459459296e+01 1.631081081081081052e+01 1.887837837837837895e+01 1.666216216216216139e+01 1.535135135135135087e+01 1.682432432432432279e+01 1.574324324324324387e+01 1.214864864864864913e+01 1.145945945945945965e+01 1.408108108108108070e+01 8.945945945945945610e+00 1.144594594594594561e+01 1.101351351351351404e+01 1.131081081081081052e+01 1.306756756756756843e+01 1.195945945945945965e+01 1.154054054054054035e+01 1.300000000000000000e+01 1.035135135135135087e+01 1.086486486486486491e+01 1.032432432432432456e+01
1.391145833333333393e+01 1.385937500000000000e+01 1.369270833333333393e+01 1.255208333333333393e+01 1.169270833333333393e+01 1.236979166666666607e+01 1.321354166666666607e+01 1.400520833333333393e+01 1.350000000000000000e+01 1.392187500000000000e+01 1.216666666666666607e+01 1.102083333333333393e+01 1.094791666666666607e+01 1.214062500000000000e+01 1.116145833333333393e+01 1.248958333333333393e+01 1.311979166666666607e+01 1.231770833333333393e+01 1.059375000000000000e+01 1.213020833333333393e+01 1.165625000000000000e+01 5.729166666666666297e-01 3.645833333333333148e-01 2.187500000000000000e-01 2.552083333333333148e-01 4.010416666666666852e-01 3.281250000000000000e-01 2.447916666666666574e-01 1.718750000000000000e-01 1.614583333333333426e-01 7.812500000000000000e-02 1.770833333333333426e-01 4.166666666666666435e-02 2.447916666666666574e-01 4.166666666666666435e-02 1.718750000000000000e-01 9.895833333333332871e-02 1.093750000000000000e-01 6.770833333333332871e-02 3.645833333333333565e-02 5.729166666666666435e-02
7.682593856655290487e+00 5.648464163822525919e+00 5.430034129692832501e+00 5.238907849829351093e+00 5.723549488054607615e+00 5.051194539249146409e+00 6.184300341296927961e+00 6.098976109215016983e+00 5.853242320819112443e+00 5.716723549488054168e+00 6.167235494880546121e+00 6.194539249146757243e+00 6.518771331058020202e+00 6.518771331058020202e+00 7.058020477815699856e+00 9.774744027303754024e+00 8.436860068259385059e+00 9.747440273037542013e+00 9.139931740614334998e+00 9.563139931740614941e+00 1.030375426621160351e+01 8.665529010238907759e+00 8.744027303754267066e+00 9.849829351535836608e+00 7.470989761092150516e+00 6.542662116040955489e+00 8.095563139931741148e+00 7.484641638225255633e+00 6.887372013651877012e+00 6.201365187713310689e+00 4.269624573378839827e+00 5.948805460750853591e+00 5.822525597269624598e+00 6.883959044368600289e+00 6.324232081911262959e+00 6.064846416382252414e+00 6.204778156996587413e+00 6.645051194539249195e+00 6.095563139931740260e+00 6.952218430034129426e+00 6.378839590443686092e+00
5.461111111111111249e+00 5.744444444444444464e+00 5.516666666666666607e+00 4.205555555555555713e+00 6.188888888888889106e+00 5.388888888888889284e+00 5.022222222222222143e+00 5.327777777777777501e+00 9.033333333333333215e+00 9.266666666666667496e+00 1.943333333333333357e+01 7.777777777777777901e-01 9.611111111111111382e-01 8.000000000000000444e-01 7.333333333333332815e-01 1.038888888888888973e+00 6.388888888888888395e-01 5.777777777777777235e-01 4.611111111111111382e-01 6.333333333333333037e-01 4.388888888888888840e-01 2.555555555555555358e-01 1.722222222222222210e-01 1.388888888888888951e-01 1.777777777777777846e-01 2.111111111111111105e-01 3.166666666666666519e-01 8.333333333333332871e-02 1.333333333333333315e-01 1.555555555555555580e-01 8.333333333333332871e-02 7.222222222222221544e-02 1.055555555555555552e-01 1.000000000000000056e-01 5.000000000000000278e-02 2.388888888888889006e-01 1.388888888888888951e-01 1.833333333333333204e-01 3.222222222222222432e-01 9.444444444444444198e-02 7.222222222222221544e-02
4.611186903137790338e+00 4.062755798090041282e+00 4.518417462482946512e+00 4.638472032742155804e+00 4.596180081855388622e+00 5.315143246930422727e+00 5.612551159618008434e+00 5.467939972714870756e+00 6.493860845839018126e+00 6.275579809004092624e+00 4.252387448840382334e+00 3.574351978171896316e-01 4.147339699863574203e-01 4.229195088676671044e-01 3.601637107776262114e-01 4.542974079126875786e-01 4.079126875852660539e-01 3.356070941336971591e-01 2.428376534788540264e-01 1.991814461118690260e-01 2.605729877216916845e-01 5.457025920873124353e-02 9.276944065484310498e-02 6.548431105047748668e-02 2.182810368349249672e-02 7.912687585266030277e-02 7.503410641200546072e-02 7.639836289222373678e-02 8.731241473396998687e-02 6.821282401091405267e-02 3.956343792633015138e-02 3.274215552523874334e-02 9.549795361527967097e-03 3.683492496589358539e-02 4.502046384720327643e-02 2.728512960436562176e-02 4.092769440654843438e-02 1.909959072305593419e-02 4.638472032742155249e-02 3.547066848567530933e-02 6.002728512960436857e-02
5.088888888888888573e+00 4.144444444444444819e+00 3.522222222222222143e+00 3.466666666666666785e+00 2.966666666666666785e+00 3.799999999999999822e+00 3.077777777777777946e+00 3.555555555555555358e+00 3.411111111111110983e+00 3.566666666666666874e+00 4.133333333333333748e+00 4.355555555555555181e+00 5.044444444444444287e+00 3.466666666666666785e+00 3.200000000000000178e+00 3.911111111111110983e+00 4.166666666666666963e+00 4.988888888888888928e+00 4.066666666666666430e+00 4.666666666666666963e+00 4.377777777777778212e+00 6.599999999999999645e+00 8.255555555555556424e+00 8.144444444444443931e+00 7.422222222222222499e+00 7.611111111111110716e+00 1.184444444444444500e+01 1.246666666666666679e+01 1.323333333333333250e+01 1.341111111111111143e+01 1.154444444444444429e+01 2.224444444444444358e+01 2.208888888888888857e+01 1.684444444444444500e+01 1.796666666666666501e+01 1.577777777777777857e+01 1.632222222222222285e+01 1.575555555555555642e+01 1.997777777777777786e+01 1.247777777777777786e+01 2.076666666666666572e+01
1.800000000000000000e+01 1.654545454545454675e+01 1.509090909090909172e+01 1.639393939393939448e+01 1.303030303030303116e+01 1.451515151515151558e+01 1.772727272727272663e+01 1.715151515151515227e+01 1.269696969696969724e+01 1.272727272727272663e+01 1.536363636363636331e+01 1.563636363636363669e+01 1.369696969696969724e+01 1.190909090909090828e+01 1.736363636363636331e+01 2.560606060606060552e+01 2.396969696969696884e+01 2.587878787878787890e+01 1.672727272727272663e+01 1.221212121212121282e+01 1.012121212121212110e+01 1.306060606060606055e+01 1.460606060606060552e+01 1.109090909090909172e+01 1.130303030303030276e+01 1.187878787878787890e+01 1.087878787878787890e+01 1.081818181818181834e+01 1.109090909090909172e+01 1.000000000000000000e+01 6.848484848484848619e+00 8.151515151515152269e+00 1.651515151515151558e+01 3.972727272727272663e+01 3.924242424242424221e+01 2.296969696969696884e+01 2.800000000000000000e+01 2.124242424242424221e+01 1.151515151515151558e+01 1.042424242424242387e+01 2.048484848484848442e+01
1.600000000000000000e+01 1.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00 9.000000000000000000e+00 8.000000000000000000e+00 9.000000000000000000e+00 1.400000000000000000e+01 3.000000000000000000e+00 1.300000000000000000e+01 8.000000000000000000e+00 3.100000000000000000e+01 9.200000000000000000e+01 5.900000000000000000e+01 1.100000000000000000e+02 3.600000000000000000e+01 1.100000000000000000e+02 1.350000000000000000e+02 7.700000000000000000e+01 1.470000000000000000e+02 2.050000000000000000e+02 2.040000000000000000e+02 1.760000000000000000e+02 1.240000000000000000e+02 2.060000000000000000e+02 1.210000000000000000e+02 7.800000000000000000e+01 8.900000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.650000000000000000e+01 1.137500000000000000e+01 7.125000000000000000e+00 1.100000000000000000e+01 7.000000000000000000e+00 1.387500000000000000e+01 1.212500000000000000e+01 1.662500000000000000e+01 1.562500000000000000e+01 1.387500000000000000e+01 1.175000000000000000e+01 4.000000000000000000e+00 9.000000000000000000e+00 9.125000000000000000e+00 7.125000000000000000e+00 1.012500000000000000e+01 9.250000000000000000e+00 1.762500000000000000e+01 1.312500000000000000e+01 1.462500000000000000e+01 1.512500000000000000e+01 2.312500000000000000e+01 3.175000000000000000e+01 5.387500000000000000e+01 4.237500000000000000e+01 4.050000000000000000e+01 1.135000000000000000e+02 1.745000000000000000e+02 6.325000000000000000e+01 5.712500000000000000e+01 4.125000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
